Classification Report for flute:
              precision    recall  f1-score   support

       False       0.69      1.00      0.82       387
        True       1.00      0.01      0.01       175

    accuracy                           0.69       562
   macro avg       0.84      0.50      0.41       562
weighted avg       0.79      0.69      0.57       562
