Classification Report for organ:
              precision    recall  f1-score   support

       False       0.77      0.92      0.84       310
        True       0.58      0.28      0.38       121

    accuracy                           0.74       431
   macro avg       0.67      0.60      0.61       431
weighted avg       0.71      0.74      0.71       431
